Host: mne-ubu  Current process id: 15164
./linkern -s 42 -S linkern.tour -R 1000000000 -t 18000 ./cities1k.tsp
Chained Lin-Kernighan with seed 42
Problem Name: traveling-santa-2018-prime-paths
traveling-santa-2018-prime-paths
Problem Type: TSP
Number of Nodes: 197769
Rounded Euclidean Norm (CC_EUCLIDEAN)
Time to build kdtree: 0.05
..................................................................................................................................................................................................... 908246 edges
Time to find quad 2-nearest: 0.90
Grow a Quick-Boruvka tour 
...................
Length of Quick-Boruvka Tour: 1664310972.00
Time to grow tour: 0.14
linkern ...
Starting Cycle: 1664310972
   0 Steps   Best: 1515290198   5.13 seconds
9424999 Steps   Best: 1503267448   16013.95 seconds
9425999 Steps   Best: 1503267448   16015.67 seconds
9426999 Steps   Best: 1503267448   16017.30 seconds
9427999 Steps   Best: 1503267448   16019.03 seconds
9428999 Steps   Best: 1503267448   16020.61 seconds
9429999 Steps   Best: 1503267448   16022.25 seconds
9430573 Steps   Best: 1503267210   16023.22 seconds
9430999 Steps   Best: 1503267210   16023.95 seconds
9431999 Steps   Best: 1503267210   16025.61 seconds
9432999 Steps   Best: 1503267210   16027.26 seconds
9433999 Steps   Best: 1503267210   16028.88 seconds
9434999 Steps   Best: 1503267210   16030.52 seconds
9435999 Steps   Best: 1503267210   16032.19 seconds
9436999 Steps   Best: 1503267210   16033.84 seconds
9437999 Steps   Best: 1503267210   16035.48 seconds
9438720 Steps   Best: 1503267146   16036.70 seconds
9438999 Steps   Best: 1503267146   16037.25 seconds
9439999 Steps   Best: 1503267146   16038.86 seconds
Wrote the tour to linkern.tour
9440999 Steps   Best: 1503267146   16040.52 seconds
9441854 Steps   Best: 1503267114   16041.92 seconds
9441999 Steps   Best: 1503267114   16042.15 seconds
9442999 Steps   Best: 1503267114   16043.86 seconds
9443999 Steps   Best: 1503267114   16045.51 seconds
9444999 Steps   Best: 1503267114   16047.20 seconds
9445999 Steps   Best: 1503267114   16048.88 seconds
9446999 Steps   Best: 1503267114   16050.56 seconds
9447999 Steps   Best: 1503267114   16052.26 seconds
9448999 Steps   Best: 1503267114   16053.90 seconds
9449999 Steps   Best: 1503267114   16055.51 seconds
Wrote the tour to linkern.tour
9450999 Steps   Best: 1503267114   16057.16 seconds
9451999 Steps   Best: 1503267114   16058.83 seconds
9452999 Steps   Best: 1503267114   16060.50 seconds
9453999 Steps   Best: 1503267114   16062.16 seconds
9454098 Steps   Best: 1503266736   16062.38 seconds
9454999 Steps   Best: 1503266736   16063.89 seconds
9455999 Steps   Best: 1503266736   16065.50 seconds
9456999 Steps   Best: 1503266736   16067.14 seconds
9457043 Steps   Best: 1503266701   16067.20 seconds
9457999 Steps   Best: 1503266701   16068.84 seconds
9458999 Steps   Best: 1503266701   16070.58 seconds
9459171 Steps   Best: 1503266454   16070.87 seconds
9459999 Steps   Best: 1503266454   16072.23 seconds
Wrote the tour to linkern.tour
9460999 Steps   Best: 1503266454   16073.84 seconds
9461757 Steps   Best: 1503266432   16075.11 seconds
9461999 Steps   Best: 1503266432   16075.52 seconds
9462999 Steps   Best: 1503266432   16077.17 seconds
9463999 Steps   Best: 1503266432   16078.84 seconds
9464999 Steps   Best: 1503266432   16080.52 seconds
9465999 Steps   Best: 1503266432   16082.20 seconds
9466999 Steps   Best: 1503266432   16083.85 seconds
9467999 Steps   Best: 1503266432   16085.52 seconds
9468999 Steps   Best: 1503266432   16087.16 seconds
9469999 Steps   Best: 1503266432   16088.77 seconds
Wrote the tour to linkern.tour
9470999 Steps   Best: 1503266432   16090.41 seconds
9471999 Steps   Best: 1503266432   16092.07 seconds
9472999 Steps   Best: 1503266432   16093.73 seconds
9473999 Steps   Best: 1503266432   16095.36 seconds
9474999 Steps   Best: 1503266432   16097.07 seconds
9475550 Steps   Best: 1503266079   16097.97 seconds
9475999 Steps   Best: 1503266079   16098.72 seconds
9476999 Steps   Best: 1503266079   16100.35 seconds
9477999 Steps   Best: 1503266079   16102.09 seconds
9478608 Steps   Best: 1503265422   16103.11 seconds
9478999 Steps   Best: 1503265422   16103.75 seconds
9479999 Steps   Best: 1503265422   16105.42 seconds
Wrote the tour to linkern.tour
9480999 Steps   Best: 1503265422   16107.08 seconds
9481999 Steps   Best: 1503265422   16108.75 seconds
9482999 Steps   Best: 1503265422   16110.41 seconds
9483999 Steps   Best: 1503265422   16111.99 seconds
9484999 Steps   Best: 1503265422   16113.63 seconds
9485999 Steps   Best: 1503265422   16115.31 seconds
9486999 Steps   Best: 1503265422   16116.95 seconds
9487999 Steps   Best: 1503265422   16118.54 seconds
9488999 Steps   Best: 1503265422   16120.20 seconds
9489999 Steps   Best: 1503265422   16121.89 seconds
9490999 Steps   Best: 1503265422   16123.49 seconds
9491999 Steps   Best: 1503265422   16125.09 seconds
9492999 Steps   Best: 1503265422   16126.73 seconds
9493999 Steps   Best: 1503265422   16128.38 seconds
9494999 Steps   Best: 1503265422   16130.03 seconds
9495734 Steps   Best: 1503265224   16131.16 seconds
9495999 Steps   Best: 1503265224   16131.57 seconds
9496999 Steps   Best: 1503265224   16133.25 seconds
9497999 Steps   Best: 1503265224   16134.91 seconds
9498999 Steps   Best: 1503265224   16136.57 seconds
9499999 Steps   Best: 1503265224   16138.19 seconds
Wrote the tour to linkern.tour
9500999 Steps   Best: 1503265224   16139.88 seconds
9501999 Steps   Best: 1503265224   16141.58 seconds
9502999 Steps   Best: 1503265224   16143.29 seconds
9503999 Steps   Best: 1503265224   16145.04 seconds
9504999 Steps   Best: 1503265224   16146.68 seconds
9505999 Steps   Best: 1503265224   16148.32 seconds
9506999 Steps   Best: 1503265224   16150.03 seconds
9507999 Steps   Best: 1503265224   16151.73 seconds
9508999 Steps   Best: 1503265224   16153.46 seconds
9509999 Steps   Best: 1503265224   16155.18 seconds
9510999 Steps   Best: 1503265224   16156.79 seconds
9511999 Steps   Best: 1503265224   16158.49 seconds
9512999 Steps   Best: 1503265224   16160.14 seconds
9513766 Steps   Best: 1503265083   16161.46 seconds
9513999 Steps   Best: 1503265083   16161.87 seconds
9514999 Steps   Best: 1503265083   16163.49 seconds
9515999 Steps   Best: 1503265083   16165.23 seconds
9516999 Steps   Best: 1503265083   16166.90 seconds
9517069 Steps   Best: 1503264996   16167.01 seconds
9517999 Steps   Best: 1503264996   16168.49 seconds
9518999 Steps   Best: 1503264996   16170.15 seconds
9519999 Steps   Best: 1503264996   16171.81 seconds
Wrote the tour to linkern.tour
9520999 Steps   Best: 1503264996   16173.48 seconds
9521999 Steps   Best: 1503264996   16175.10 seconds
9522999 Steps   Best: 1503264996   16176.80 seconds
9523999 Steps   Best: 1503264996   16178.43 seconds
9524999 Steps   Best: 1503264996   16179.98 seconds
9525999 Steps   Best: 1503264996   16181.65 seconds
9526999 Steps   Best: 1503264996   16183.33 seconds
9527999 Steps   Best: 1503264996   16184.94 seconds
9528999 Steps   Best: 1503264996   16186.57 seconds
9529999 Steps   Best: 1503264996   16188.21 seconds
9530999 Steps   Best: 1503264996   16189.92 seconds
9531999 Steps   Best: 1503264996   16191.67 seconds
9532999 Steps   Best: 1503264996   16193.32 seconds
9533999 Steps   Best: 1503264996   16195.03 seconds
9534999 Steps   Best: 1503264996   16196.60 seconds
9535999 Steps   Best: 1503264996   16198.20 seconds
9536600 Steps   Best: 1503264605   16199.18 seconds
9536999 Steps   Best: 1503264605   16199.86 seconds
9537999 Steps   Best: 1503264605   16201.49 seconds
9538999 Steps   Best: 1503264605   16203.22 seconds
9539999 Steps   Best: 1503264605   16204.88 seconds
Wrote the tour to linkern.tour
9540999 Steps   Best: 1503264605   16206.56 seconds
9541999 Steps   Best: 1503264605   16208.16 seconds
9542999 Steps   Best: 1503264605   16209.78 seconds
9543999 Steps   Best: 1503264605   16211.41 seconds
9544999 Steps   Best: 1503264605   16213.00 seconds
9545999 Steps   Best: 1503264605   16214.57 seconds
9546109 Steps   Best: 1503264448   16214.76 seconds
9546999 Steps   Best: 1503264448   16216.28 seconds
9547999 Steps   Best: 1503264448   16217.94 seconds
9548999 Steps   Best: 1503264448   16219.58 seconds
9549999 Steps   Best: 1503264448   16221.28 seconds
Wrote the tour to linkern.tour
9550999 Steps   Best: 1503264448   16223.00 seconds
9551999 Steps   Best: 1503264448   16224.70 seconds
9552999 Steps   Best: 1503264448   16226.36 seconds
9553999 Steps   Best: 1503264448   16228.02 seconds
9554999 Steps   Best: 1503264448   16229.75 seconds
9555999 Steps   Best: 1503264448   16231.48 seconds
9556729 Steps   Best: 1503264189   16232.74 seconds
9556999 Steps   Best: 1503264189   16233.20 seconds
9557999 Steps   Best: 1503264189   16234.83 seconds
9558999 Steps   Best: 1503264189   16236.49 seconds
9559999 Steps   Best: 1503264189   16238.17 seconds
Wrote the tour to linkern.tour
9560999 Steps   Best: 1503264189   16239.87 seconds
9561999 Steps   Best: 1503264189   16241.44 seconds
9562999 Steps   Best: 1503264189   16243.16 seconds
9563999 Steps   Best: 1503264189   16244.80 seconds
9564999 Steps   Best: 1503264189   16246.49 seconds
9565999 Steps   Best: 1503264189   16248.15 seconds
9566999 Steps   Best: 1503264189   16249.84 seconds
9567999 Steps   Best: 1503264189   16251.57 seconds
9568058 Steps   Best: 1503264169   16251.68 seconds
9568814 Steps   Best: 1503264068   16252.96 seconds
9568999 Steps   Best: 1503264068   16253.27 seconds
9569999 Steps   Best: 1503264068   16254.89 seconds
Wrote the tour to linkern.tour
9570999 Steps   Best: 1503264068   16256.54 seconds
9571999 Steps   Best: 1503264068   16258.18 seconds
9572999 Steps   Best: 1503264068   16259.86 seconds
9573999 Steps   Best: 1503264068   16261.61 seconds
9574999 Steps   Best: 1503264068   16263.22 seconds
9575999 Steps   Best: 1503264068   16264.85 seconds
9576999 Steps   Best: 1503264068   16266.48 seconds
9577999 Steps   Best: 1503264068   16268.18 seconds
9578999 Steps   Best: 1503264068   16269.84 seconds
9579999 Steps   Best: 1503264068   16271.57 seconds
9580940 Steps   Best: 1503264058   16273.12 seconds
9580999 Steps   Best: 1503264058   16273.22 seconds
9581999 Steps   Best: 1503264058   16274.88 seconds
9582999 Steps   Best: 1503264058   16276.56 seconds
9583999 Steps   Best: 1503264058   16278.24 seconds
9584999 Steps   Best: 1503264058   16279.92 seconds
9585999 Steps   Best: 1503264058   16281.63 seconds
9586295 Steps   Best: 1503263757   16282.12 seconds
9586999 Steps   Best: 1503263757   16283.33 seconds
9587679 Steps   Best: 1503263279   16284.44 seconds
9587999 Steps   Best: 1503263279   16284.97 seconds
9588999 Steps   Best: 1503263279   16286.61 seconds
9589999 Steps   Best: 1503263279   16288.19 seconds
Wrote the tour to linkern.tour
9590999 Steps   Best: 1503263279   16289.81 seconds
9591999 Steps   Best: 1503263279   16291.44 seconds
9592999 Steps   Best: 1503263279   16293.09 seconds
9593036 Steps   Best: 1503263122   16293.14 seconds
9593999 Steps   Best: 1503263122   16294.76 seconds
9594999 Steps   Best: 1503263122   16296.48 seconds
9595999 Steps   Best: 1503263122   16298.12 seconds
9596999 Steps   Best: 1503263122   16299.75 seconds
9597999 Steps   Best: 1503263122   16301.45 seconds
9598999 Steps   Best: 1503263122   16303.01 seconds
9599999 Steps   Best: 1503263122   16304.67 seconds
Wrote the tour to linkern.tour
9600999 Steps   Best: 1503263122   16306.31 seconds
9601999 Steps   Best: 1503263122   16307.95 seconds
9602999 Steps   Best: 1503263122   16309.52 seconds
9603999 Steps   Best: 1503263122   16311.10 seconds
9604999 Steps   Best: 1503263122   16312.75 seconds
9605999 Steps   Best: 1503263122   16314.37 seconds
9606999 Steps   Best: 1503263122   16316.00 seconds
9607999 Steps   Best: 1503263122   16317.70 seconds
9608999 Steps   Best: 1503263122   16319.39 seconds
9609999 Steps   Best: 1503263122   16321.10 seconds
9610999 Steps   Best: 1503263122   16322.76 seconds
9611999 Steps   Best: 1503263122   16324.38 seconds
9612999 Steps   Best: 1503263122   16326.08 seconds
9613999 Steps   Best: 1503263122   16327.85 seconds
9614999 Steps   Best: 1503263122   16329.46 seconds
9615999 Steps   Best: 1503263122   16331.12 seconds
9616999 Steps   Best: 1503263122   16332.88 seconds
9617999 Steps   Best: 1503263122   16334.53 seconds
9618999 Steps   Best: 1503263122   16336.25 seconds
9619999 Steps   Best: 1503263122   16337.89 seconds
9620999 Steps   Best: 1503263122   16339.48 seconds
9621999 Steps   Best: 1503263122   16341.05 seconds
9622999 Steps   Best: 1503263122   16342.70 seconds
9623999 Steps   Best: 1503263122   16344.33 seconds
9624999 Steps   Best: 1503263122   16345.96 seconds
9625999 Steps   Best: 1503263122   16347.58 seconds
9626999 Steps   Best: 1503263122   16349.19 seconds
9627999 Steps   Best: 1503263122   16350.90 seconds
9628999 Steps   Best: 1503263122   16352.54 seconds
9629999 Steps   Best: 1503263122   16354.16 seconds
9630999 Steps   Best: 1503263122   16355.86 seconds
9631999 Steps   Best: 1503263122   16357.50 seconds
9632999 Steps   Best: 1503263122   16359.11 seconds
9633999 Steps   Best: 1503263122   16360.78 seconds
9634999 Steps   Best: 1503263122   16362.49 seconds
9635999 Steps   Best: 1503263122   16364.18 seconds
9636999 Steps   Best: 1503263122   16365.86 seconds
9637964 Steps   Best: 1503263026   16367.44 seconds
9637999 Steps   Best: 1503263026   16367.51 seconds
9638999 Steps   Best: 1503263026   16369.24 seconds
9639999 Steps   Best: 1503263026   16370.92 seconds
Wrote the tour to linkern.tour
9640999 Steps   Best: 1503263026   16372.55 seconds
9641999 Steps   Best: 1503263026   16374.23 seconds
9642999 Steps   Best: 1503263026   16375.93 seconds
9643999 Steps   Best: 1503263026   16377.61 seconds
9644999 Steps   Best: 1503263026   16379.28 seconds
9645397 Steps   Best: 1503262994   16379.99 seconds
9645999 Steps   Best: 1503262994   16381.05 seconds
9646999 Steps   Best: 1503262994   16382.70 seconds
9647999 Steps   Best: 1503262994   16384.31 seconds
9648999 Steps   Best: 1503262994   16385.98 seconds
9649999 Steps   Best: 1503262994   16387.68 seconds
Wrote the tour to linkern.tour
9650999 Steps   Best: 1503262994   16389.34 seconds
9651999 Steps   Best: 1503262994   16391.02 seconds
9652999 Steps   Best: 1503262994   16392.73 seconds
9653999 Steps   Best: 1503262994   16394.38 seconds
9654999 Steps   Best: 1503262994   16395.98 seconds
9655999 Steps   Best: 1503262994   16397.71 seconds
9656999 Steps   Best: 1503262994   16399.47 seconds
9657999 Steps   Best: 1503262994   16401.21 seconds
9658999 Steps   Best: 1503262994   16402.88 seconds
9659999 Steps   Best: 1503262994   16404.49 seconds
9660999 Steps   Best: 1503262994   16406.18 seconds
9661999 Steps   Best: 1503262994   16407.86 seconds
9662999 Steps   Best: 1503262994   16409.57 seconds
9663999 Steps   Best: 1503262994   16411.18 seconds
9664999 Steps   Best: 1503262994   16412.81 seconds
9665623 Steps   Best: 1503262901   16413.85 seconds
9665999 Steps   Best: 1503262901   16414.49 seconds
9666999 Steps   Best: 1503262901   16416.18 seconds
9667414 Steps   Best: 1503262776   16416.82 seconds
9667999 Steps   Best: 1503262776   16417.77 seconds
9668291 Steps   Best: 1503262643   16418.25 seconds
9668999 Steps   Best: 1503262643   16419.47 seconds
9669999 Steps   Best: 1503262643   16421.18 seconds
Wrote the tour to linkern.tour
9670999 Steps   Best: 1503262643   16422.91 seconds
9671999 Steps   Best: 1503262643   16424.61 seconds
9672999 Steps   Best: 1503262643   16426.28 seconds
9673999 Steps   Best: 1503262643   16428.03 seconds
9674999 Steps   Best: 1503262643   16429.74 seconds
9675999 Steps   Best: 1503262643   16431.39 seconds
9676999 Steps   Best: 1503262643   16433.11 seconds
9677999 Steps   Best: 1503262643   16434.73 seconds
9678999 Steps   Best: 1503262643   16436.34 seconds
9679139 Steps   Best: 1503262607   16436.59 seconds
9679999 Steps   Best: 1503262607   16438.11 seconds
Wrote the tour to linkern.tour
9680999 Steps   Best: 1503262607   16439.82 seconds
9681999 Steps   Best: 1503262607   16441.51 seconds
9682999 Steps   Best: 1503262607   16443.13 seconds
9683999 Steps   Best: 1503262607   16444.81 seconds
9684999 Steps   Best: 1503262607   16446.41 seconds
9685999 Steps   Best: 1503262607   16448.03 seconds
9686999 Steps   Best: 1503262607   16449.78 seconds
9687999 Steps   Best: 1503262607   16451.49 seconds
9688999 Steps   Best: 1503262607   16453.15 seconds
9689999 Steps   Best: 1503262607   16454.89 seconds
9690999 Steps   Best: 1503262607   16456.58 seconds
9691999 Steps   Best: 1503262607   16458.27 seconds
9692999 Steps   Best: 1503262607   16459.87 seconds
9693999 Steps   Best: 1503262607   16461.52 seconds
9694276 Steps   Best: 1503262509   16462.00 seconds
9694999 Steps   Best: 1503262509   16463.20 seconds
9695999 Steps   Best: 1503262509   16464.89 seconds
9696999 Steps   Best: 1503262509   16466.57 seconds
9697999 Steps   Best: 1503262509   16468.27 seconds
9698999 Steps   Best: 1503262509   16469.89 seconds
9699999 Steps   Best: 1503262509   16471.53 seconds
Wrote the tour to linkern.tour
9700999 Steps   Best: 1503262509   16473.25 seconds
9701999 Steps   Best: 1503262509   16474.98 seconds
9702999 Steps   Best: 1503262509   16476.49 seconds
9703999 Steps   Best: 1503262509   16478.19 seconds
9704999 Steps   Best: 1503262509   16479.87 seconds
9705999 Steps   Best: 1503262509   16481.51 seconds
9706999 Steps   Best: 1503262509   16483.26 seconds
9707999 Steps   Best: 1503262509   16484.88 seconds
9708999 Steps   Best: 1503262509   16486.54 seconds
9709999 Steps   Best: 1503262509   16488.23 seconds
9710999 Steps   Best: 1503262509   16489.99 seconds
9711999 Steps   Best: 1503262509   16491.68 seconds
9712999 Steps   Best: 1503262509   16493.38 seconds
9713999 Steps   Best: 1503262509   16495.05 seconds
9714999 Steps   Best: 1503262509   16496.74 seconds
9715999 Steps   Best: 1503262509   16498.44 seconds
9716999 Steps   Best: 1503262509   16500.05 seconds
9717999 Steps   Best: 1503262509   16501.75 seconds
9718999 Steps   Best: 1503262509   16503.34 seconds
9719999 Steps   Best: 1503262509   16505.00 seconds
9720999 Steps   Best: 1503262509   16506.57 seconds
9721999 Steps   Best: 1503262509   16508.24 seconds
9722999 Steps   Best: 1503262509   16509.92 seconds
9723999 Steps   Best: 1503262509   16511.55 seconds
9724999 Steps   Best: 1503262509   16513.10 seconds
9725999 Steps   Best: 1503262509   16514.73 seconds
9726999 Steps   Best: 1503262509   16516.38 seconds
9727999 Steps   Best: 1503262509   16518.08 seconds
9728999 Steps   Best: 1503262509   16519.75 seconds
9729999 Steps   Best: 1503262509   16521.38 seconds
9730999 Steps   Best: 1503262509   16523.04 seconds
9731999 Steps   Best: 1503262509   16524.73 seconds
9732999 Steps   Best: 1503262509   16526.42 seconds
9733999 Steps   Best: 1503262509   16528.02 seconds
9734999 Steps   Best: 1503262509   16529.68 seconds
9735999 Steps   Best: 1503262509   16531.30 seconds
9736999 Steps   Best: 1503262509   16532.94 seconds
9737999 Steps   Best: 1503262509   16534.53 seconds
9738999 Steps   Best: 1503262509   16536.18 seconds
9739999 Steps   Best: 1503262509   16537.83 seconds
9740999 Steps   Best: 1503262509   16539.53 seconds
9741999 Steps   Best: 1503262509   16541.21 seconds
9742999 Steps   Best: 1503262509   16542.86 seconds
9743999 Steps   Best: 1503262509   16544.57 seconds
9744999 Steps   Best: 1503262509   16546.23 seconds
9745999 Steps   Best: 1503262509   16547.97 seconds
9746999 Steps   Best: 1503262509   16549.61 seconds
9747999 Steps   Best: 1503262509   16551.28 seconds
9748999 Steps   Best: 1503262509   16552.91 seconds
9749999 Steps   Best: 1503262509   16554.62 seconds
9750999 Steps   Best: 1503262509   16556.28 seconds
9751999 Steps   Best: 1503262509   16557.89 seconds
9752999 Steps   Best: 1503262509   16559.63 seconds
9753999 Steps   Best: 1503262509   16561.29 seconds
9754999 Steps   Best: 1503262509   16563.04 seconds
9755999 Steps   Best: 1503262509   16564.77 seconds
9756999 Steps   Best: 1503262509   16566.44 seconds
9757999 Steps   Best: 1503262509   16568.07 seconds
9758999 Steps   Best: 1503262509   16569.72 seconds
9759999 Steps   Best: 1503262509   16571.42 seconds
9760999 Steps   Best: 1503262509   16573.11 seconds
9761999 Steps   Best: 1503262509   16574.73 seconds
9762999 Steps   Best: 1503262509   16576.40 seconds
9763999 Steps   Best: 1503262509   16578.09 seconds
9764999 Steps   Best: 1503262509   16579.70 seconds
9765999 Steps   Best: 1503262509   16581.37 seconds
9766999 Steps   Best: 1503262509   16583.13 seconds
9767999 Steps   Best: 1503262509   16584.75 seconds
9768999 Steps   Best: 1503262509   16586.43 seconds
9769999 Steps   Best: 1503262509   16588.08 seconds
9770999 Steps   Best: 1503262509   16589.74 seconds
9771999 Steps   Best: 1503262509   16591.36 seconds
9772999 Steps   Best: 1503262509   16593.07 seconds
9773999 Steps   Best: 1503262509   16594.74 seconds
9774999 Steps   Best: 1503262509   16596.39 seconds
9775999 Steps   Best: 1503262509   16598.06 seconds
9776999 Steps   Best: 1503262509   16599.67 seconds
9777999 Steps   Best: 1503262509   16601.44 seconds
9778999 Steps   Best: 1503262509   16603.08 seconds
9779999 Steps   Best: 1503262509   16604.78 seconds
9780999 Steps   Best: 1503262509   16606.42 seconds
9781999 Steps   Best: 1503262509   16608.04 seconds
9782239 Steps   Best: 1503262367   16608.42 seconds
9782999 Steps   Best: 1503262367   16609.72 seconds
9783999 Steps   Best: 1503262367   16611.38 seconds
9784999 Steps   Best: 1503262367   16613.13 seconds
9785999 Steps   Best: 1503262367   16614.75 seconds
9786999 Steps   Best: 1503262367   16616.44 seconds
9787999 Steps   Best: 1503262367   16618.08 seconds
9788999 Steps   Best: 1503262367   16619.74 seconds
9789999 Steps   Best: 1503262367   16621.47 seconds
Wrote the tour to linkern.tour
9790999 Steps   Best: 1503262367   16623.16 seconds
9791999 Steps   Best: 1503262367   16624.80 seconds
9792999 Steps   Best: 1503262367   16626.38 seconds
9793999 Steps   Best: 1503262367   16628.01 seconds
9794999 Steps   Best: 1503262367   16629.61 seconds
9795999 Steps   Best: 1503262367   16631.30 seconds
9796999 Steps   Best: 1503262367   16633.01 seconds
9797999 Steps   Best: 1503262367   16634.66 seconds
9798999 Steps   Best: 1503262367   16636.40 seconds
9799999 Steps   Best: 1503262367   16638.13 seconds
9800999 Steps   Best: 1503262367   16639.75 seconds
9801999 Steps   Best: 1503262367   16641.31 seconds
9802999 Steps   Best: 1503262367   16643.03 seconds
9803999 Steps   Best: 1503262367   16644.76 seconds
9804999 Steps   Best: 1503262367   16646.46 seconds
9805999 Steps   Best: 1503262367   16648.09 seconds
9806999 Steps   Best: 1503262367   16649.78 seconds
9807999 Steps   Best: 1503262367   16651.50 seconds
9808999 Steps   Best: 1503262367   16653.10 seconds
9809999 Steps   Best: 1503262367   16654.83 seconds
9810999 Steps   Best: 1503262367   16656.48 seconds
9811999 Steps   Best: 1503262367   16658.08 seconds
9812999 Steps   Best: 1503262367   16659.75 seconds
9813043 Steps   Best: 1503261832   16659.82 seconds
9813999 Steps   Best: 1503261832   16661.39 seconds
9814999 Steps   Best: 1503261832   16663.09 seconds
9815999 Steps   Best: 1503261832   16664.69 seconds
9816999 Steps   Best: 1503261832   16666.38 seconds
9817999 Steps   Best: 1503261832   16668.03 seconds
9818999 Steps   Best: 1503261832   16669.61 seconds
9819999 Steps   Best: 1503261832   16671.27 seconds
Wrote the tour to linkern.tour
9820999 Steps   Best: 1503261832   16672.94 seconds
9821999 Steps   Best: 1503261832   16674.61 seconds
9822999 Steps   Best: 1503261832   16676.27 seconds
9823999 Steps   Best: 1503261832   16677.93 seconds
9824999 Steps   Best: 1503261832   16679.67 seconds
9825999 Steps   Best: 1503261832   16681.32 seconds
9826999 Steps   Best: 1503261832   16683.00 seconds
9827999 Steps   Best: 1503261832   16684.69 seconds
9828999 Steps   Best: 1503261832   16686.49 seconds
9829999 Steps   Best: 1503261832   16688.28 seconds
9830999 Steps   Best: 1503261832   16689.91 seconds
9831999 Steps   Best: 1503261832   16691.58 seconds
9832999 Steps   Best: 1503261832   16693.31 seconds
9833999 Steps   Best: 1503261832   16695.08 seconds
9834999 Steps   Best: 1503261832   16696.75 seconds
9835999 Steps   Best: 1503261832   16698.35 seconds
9836999 Steps   Best: 1503261832   16700.04 seconds
9837999 Steps   Best: 1503261832   16701.68 seconds
9838999 Steps   Best: 1503261832   16703.34 seconds
9839999 Steps   Best: 1503261832   16705.02 seconds
9840999 Steps   Best: 1503261832   16706.69 seconds
9841999 Steps   Best: 1503261832   16708.39 seconds
9842999 Steps   Best: 1503261832   16710.03 seconds
9843999 Steps   Best: 1503261832   16711.72 seconds
9844999 Steps   Best: 1503261832   16713.45 seconds
9845999 Steps   Best: 1503261832   16715.08 seconds
9846999 Steps   Best: 1503261832   16716.83 seconds
9847999 Steps   Best: 1503261832   16718.53 seconds
9848999 Steps   Best: 1503261832   16720.23 seconds
9849648 Steps   Best: 1503261828   16721.35 seconds
9849999 Steps   Best: 1503261828   16721.93 seconds
Wrote the tour to linkern.tour
9850999 Steps   Best: 1503261828   16723.62 seconds
9851999 Steps   Best: 1503261828   16725.28 seconds
9852999 Steps   Best: 1503261828   16727.00 seconds
9853999 Steps   Best: 1503261828   16728.65 seconds
9854999 Steps   Best: 1503261828   16730.27 seconds
9855999 Steps   Best: 1503261828   16732.07 seconds
9856999 Steps   Best: 1503261828   16733.72 seconds
9857999 Steps   Best: 1503261828   16735.35 seconds
9858999 Steps   Best: 1503261828   16736.98 seconds
9859999 Steps   Best: 1503261828   16738.64 seconds
9860999 Steps   Best: 1503261828   16740.44 seconds
9861999 Steps   Best: 1503261828   16742.13 seconds
9862999 Steps   Best: 1503261828   16743.87 seconds
9863999 Steps   Best: 1503261828   16745.55 seconds
9864999 Steps   Best: 1503261828   16747.24 seconds
9865999 Steps   Best: 1503261828   16748.90 seconds
9866999 Steps   Best: 1503261828   16750.62 seconds
9867999 Steps   Best: 1503261828   16752.31 seconds
9868999 Steps   Best: 1503261828   16753.96 seconds
9869999 Steps   Best: 1503261828   16755.63 seconds
9870999 Steps   Best: 1503261828   16757.33 seconds
9871999 Steps   Best: 1503261828   16758.93 seconds
9872999 Steps   Best: 1503261828   16760.71 seconds
9873999 Steps   Best: 1503261828   16762.45 seconds
9874999 Steps   Best: 1503261828   16764.04 seconds
9875999 Steps   Best: 1503261828   16765.69 seconds
9876999 Steps   Best: 1503261828   16767.34 seconds
9877999 Steps   Best: 1503261828   16769.02 seconds
9878999 Steps   Best: 1503261828   16770.69 seconds
9879999 Steps   Best: 1503261828   16772.39 seconds
9880999 Steps   Best: 1503261828   16774.01 seconds
9881999 Steps   Best: 1503261828   16775.69 seconds
9882999 Steps   Best: 1503261828   16777.35 seconds
9883999 Steps   Best: 1503261828   16779.04 seconds
9884999 Steps   Best: 1503261828   16780.77 seconds
9885999 Steps   Best: 1503261828   16782.50 seconds
9886999 Steps   Best: 1503261828   16784.15 seconds
9887454 Steps   Best: 1503261773   16784.91 seconds
9887999 Steps   Best: 1503261773   16785.82 seconds
9888999 Steps   Best: 1503261773   16787.49 seconds
9889999 Steps   Best: 1503261773   16789.13 seconds
Wrote the tour to linkern.tour
9890999 Steps   Best: 1503261773   16790.79 seconds
9891999 Steps   Best: 1503261773   16792.57 seconds
9892803 Steps   Best: 1503261486   16793.94 seconds
9892999 Steps   Best: 1503261486   16794.28 seconds
9893999 Steps   Best: 1503261486   16795.95 seconds
9894999 Steps   Best: 1503261486   16797.65 seconds
9895999 Steps   Best: 1503261486   16799.45 seconds
9896999 Steps   Best: 1503261486   16801.20 seconds
9897999 Steps   Best: 1503261486   16802.88 seconds
9898999 Steps   Best: 1503261486   16804.57 seconds
9899999 Steps   Best: 1503261486   16806.32 seconds
Wrote the tour to linkern.tour
9900999 Steps   Best: 1503261486   16808.00 seconds
9901999 Steps   Best: 1503261486   16809.61 seconds
9902999 Steps   Best: 1503261486   16811.43 seconds
